feature,n_pairs,mean_norm_imp,median_norm_imp,max_norm_imp
%-bb_pct-period_10_shift-1_{BTC_INF}_4h,37,0.0013904463402003367,0.0011268347870165955,0.005486880441496991
%-price_position_gen_shift-1_{BTC_INF}_4h,37,0.0013862133904026003,0.0008593804478347264,0.007467169768984836
%-sma-period_50_shift-1_{BTC_INF}_15m,37,0.0013823230498896102,0.0002599494164128632,0.020228247742080332
%-bb_width-period_10_shift-1_{TF_1h},36,0.0013665663744873067,0.0011399864504617434,0.004165141475622963
%-sma-period_50_{BTC_INF}_1h,37,0.0013657790065775687,0.0005864824470601924,0.007944810756095301
%-atr_gen_shift-2_{BTC_INF}_15m,37,0.0013577368676660421,0.000993246687726671,0.005075050590041484
%-ema-period_50_shift-1_{TF_1h},36,0.0013563748247392058,0.000158512502852597,0.014951802661089385
%-rsi-period_20_shift-2_{TF_4h},36,0.0013500652873266938,0.0009796205247135836,0.0043445408403091695
%-ema-period_50_shift-2_{TF_15m},36,0.0013207523219664395,0.000315426079224609,0.023992636297644053
%-roc-period_20_shift-2_{TF_1h},36,0.001320619307572017,0.0009677097997944333,0.007476829163029396
%-sma-period_10_shift-2_{TF_15m},36,0.001318254482759795,0.0002652961911024904,0.018951134731714205
%-sma-period_20_shift-2_{TF_1h},36,0.0013144635474221064,0.0005665041369300245,0.011659564376489078
%-adx-period_10_shift-1_{BTC_INF}_4h,37,0.0013112007229930012,0.0009061908359011805,0.0063906792809614405
%-adx-period_50_shift-1_{BTC_INF}_15m,37,0.0013056541307841971,0.0006572880507652484,0.011444661309561278
%-adx-period_10_{TF_15m},36,0.0013049304431654273,0.0005670829676870768,0.010291982802378717
%-adx-period_50_shift-1_{TF_1h},36,0.0013010224489579838,0.001025735911058479,0.006009927301278398
%-roc-period_50_{BTC_INF}_1h,37,0.001282677201086015,0.0008973210281570661,0.004898546589673655
%-roc-period_10_{BTC_INF}_4h,37,0.0012681769223853805,0.0007309164791715459,0.009981519931558842
%-ema-period_50_shift-2_{BTC_INF}_15m,37,0.0012565485250639588,0.00018275363971382802,0.02594207548372316
%-bb_pct-period_50_shift-2_{BTC_INF}_4h,37,0.0012227585516825388,0.0007202370765377177,0.005001106849782384
%-atr_gen_shift-1_{BTC_INF}_15m,37,0.001210640693286013,0.0010433450340394698,0.004216873297883689
%-roc-period_20_shift-1_{TF_1h},36,0.0012079694086630669,0.00047743402603255463,0.008453975682928024
%-roc-period_10_{TF_15m},36,0.0011938360675408696,0.0010595477770309805,0.0043896590582854925
%-sma-period_50_shift-1_{BTC_INF}_4h,37,0.0011733000320428184,0.0009448480444173003,0.004091583202759987
%-bb_width-period_50_shift-1_{BTC_INF}_1h,37,0.0011668261299432644,0.0007448557000079082,0.006056627513723389
%-roc-period_20_shift-2_{BTC_INF}_1h,37,0.0011402931350443907,0.0007791518686727211,0.00622326957355671
%-macd_gen_shift-1_{TF_4h},36,0.0011356723090949433,0.0005288905991926066,0.014432202823352003
%-roc-period_50_shift-2_{BTC_INF}_1h,37,0.0011337367558444627,0.0006282156258495125,0.007377893479668837
%-bb_pct-period_10_{BTC_INF}_4h,37,0.0011312715863210053,0.0007580586855468015,0.004409116279336834
%-rsi-period_20_{BTC_INF}_1h,37,0.001089934635916619,0.0006824639116582725,0.008381928859512725
%-macd_hist_gen_shift-1_{TF_1h},36,0.0010848611177705777,0.0008858218136927278,0.005247050722321224
%-roc-period_10_{TF_1h},36,0.0010700160830408667,0.000689544442169233,0.005781164651114658
%-sma-period_10_shift-2_{TF_1h},36,0.0010614819821153443,0.0004238845779163682,0.007342849502122982
%-adx-period_50_shift-1_{TF_15m},36,0.0010467866596759212,0.0005859201047105792,0.004092626417521324
%-sma-period_10_{BTC_INF}_15m,37,0.0010333607728098527,0.00023728999113414693,0.010579678490496245
%-sma-period_50_shift-1_{BTC_INF}_1h,37,0.0010321134250522543,0.00039668323247906106,0.010499815399883428
%-atr_gen_shift-1_{TF_1h},36,0.0010320548917930631,0.0007615649189121896,0.005621331927500872
%-ema-period_50_shift-1_{BTC_INF}_4h,37,0.0010270488761983092,0.00015647059156407084,0.008356526275113177
%-ema-period_20_{BTC_INF}_15m,37,0.001021609601276981,0.0005485905259030295,0.006810591943598524
%-macd_gen_{BTC_INF}_15m,37,0.0010188716884305291,0.0005588431780534529,0.0046107709270386136
%-sma-period_10_shift-1_{BTC_INF}_1h,37,0.0010082236148327628,0.00032603145001453937,0.004928568495438276
%-rsi-period_10_{TF_1h},36,0.000994229311207929,0.00043942666691695095,0.005616457910793782
%-macd_hist_gen_{BTC_INF}_15m,37,0.000993440341766063,0.0006218416734226265,0.007032840343174019
%-bb_pct-period_50_{BTC_INF}_4h,37,0.0009916237302869965,0.0006953227748213251,0.004838107100377487
%-ema-period_10_{BTC_INF}_4h,37,0.0009813330442245804,7.280682036877165e-05,0.026475281513971653
%-bb_pct-period_20_{TF_1h},36,0.0009785670019470227,0.0005161025759385598,0.005130128614666352
%-ema-period_20_{BTC_INF}_1h,37,0.0009764845040835238,0.0003941034886645693,0.009145385738444737
%-macd_hist_gen_shift-1_{BTC_INF}_1h,37,0.0009590530218331945,0.0006730284822329014,0.004232635841792
%-bb_width-period_50_shift-1_{TF_1h},36,0.000957866635566565,0.0006643286739086355,0.004072889718420836
%-macd_signal_gen_{TF_15m},36,0.000950090088888599,0.000808308938448519,0.006342784714244288
%-sma-period_10_{BTC_INF}_1h,37,0.000946878756258986,0.00022345986012621403,0.014994894907137568
%-macd_gen_shift-1_{BTC_INF}_1h,37,0.0009467679003283442,0.0005293070303839161,0.005842554963361199
%-rsi-period_10_{BTC_INF}_1h,37,0.0009461646953710785,0.00043994609509964195,0.01110436604624361
%-ema-period_20_shift-2_{BTC_INF}_1h,37,0.0009395782342134553,0.0002060316910333107,0.011736382490325447
%-rsi-period_50_{BTC_INF}_15m,37,0.0009377363897941508,0.0005229762587693425,0.004885551738681874
%-bb_width-period_20_{TF_15m},36,0.0009350317088757474,0.0006779340487043829,0.005078973597978621
%-ema-period_10_shift-2_{BTC_INF}_1h,37,0.000929279287551134,5.9508386369116687e-05,0.01976721221591632
%-ema-period_50_shift-2_{BTC_INF}_4h,37,0.0009237937573028859,0.00014038536290631362,0.015939169972600774
%-sma-period_20_shift-1_{BTC_INF}_1h,37,0.0009150177224734933,0.0002641856344558318,0.009740291838152585
%-bb_pct-period_10_{TF_1h},36,0.0009133155889844717,0.0006257182495535927,0.003283055353138862
%-price_position_gen_shift-2_{TF_1h},36,0.0009119887412215293,0.0004901240015376851,0.0063685359288793006
%-ema-period_20_shift-1_{TF_1h},36,0.0009098928951725618,0.00034246563266097517,0.010790403740985737
%-price_position_gen_shift-1_{TF_1h},36,0.0009063044334703661,0.0006586201729840244,0.0028425234875466424
%-adx-period_10_{BTC_INF}_15m,37,0.0009057769958096127,0.0003502606100129408,0.006265739791429446
%-rsi-period_50_shift-1_{BTC_INF}_1h,37,0.0008996551007145478,0.0004750104507441741,0.008293144241393862
%-sma-period_10_shift-2_{TF_4h},36,0.0008844856914186132,0.00035217767831159164,0.006714518486682848
%-roc-period_50_shift-2_{TF_1h},36,0.0008782030776733543,0.00043670673340848827,0.005385524868185816
%-adx-period_20_shift-1_{TF_15m},36,0.0008773511505599196,0.0005924463855518499,0.005606448067655889
%-macd_gen_shift-1_{BTC_INF}_4h,37,0.0008743427915271151,0.0004555955412189107,0.006306621179765129
%-sma-period_20_shift-2_{TF_15m},36,0.0008621715330188992,0.00023194141021564817,0.0058759065388846515
%-bb_width-period_10_{TF_15m},36,0.0008611249256601066,0.0006399635120003381,0.004251837471690523
%-ema-period_50_shift-1_{TF_15m},36,0.0008547091544016473,0.00010786097114529562,0.017501414510723838
%-rsi-period_50_shift-1_{BTC_INF}_4h,37,0.0008508459434878845,0.0004146235999043073,0.005601837149874397
%-sma-period_20_shift-1_{TF_1h},36,0.0008488181801355473,0.0004134176173161172,0.007553690586412113
%-bb_width-period_50_shift-1_{TF_15m},36,0.0008482636857395409,0.0004733478111917841,0.005931624392393165
%-bb_width-period_50_shift-1_{BTC_INF}_15m,37,0.0008446191080709397,0.00039774284675555996,0.006041344157298927
%-roc-period_50_shift-1_{TF_1h},36,0.0008360133040246693,0.0005472342259044216,0.005998548866214053
%-rsi-period_50_shift-1_{TF_1h},36,0.0008228305777849249,0.0002791088841082005,0.010710885545066275
%-roc-period_20_shift-1_{BTC_INF}_1h,37,0.0008189763258184702,0.0006354534082494348,0.00265754630555934
%-bb_pct-period_50_shift-1_{BTC_INF}_4h,37,0.0008091567278720246,0.00041374344846908484,0.004826778874413206
%-sma-period_50_shift-1_{TF_1h},36,0.0008004420968405109,0.0003076822764671707,0.007221059258750371
%-bb_pct-period_20_shift-2_{BTC_INF}_1h,37,0.0007960499177962725,0.00035531965100967763,0.002881347302589303
%-sma-period_20_{BTC_INF}_15m,37,0.0007910802724662002,0.00017373857794420743,0.010857613416882805
%-rsi-period_50_shift-2_{BTC_INF}_1h,37,0.000782523237962758,0.0002826478810864704,0.010951254710378226
%-ema-period_20_shift-2_{TF_1h},36,0.0007797011828698172,0.000539783117775523,0.003976685702486847
%-rsi-period_20_shift-1_{BTC_INF}_4h,37,0.0007679520384933789,0.0005277289234289807,0.004231989760330405
%-sma-period_50_shift-1_{TF_15m},36,0.0007679033878977362,0.00014002767481574582,0.00626196498161219
%-sma-period_10_{TF_4h},36,0.0007619772449822585,0.00037981477017933775,0.0041933873203354845
%-ema-period_10_shift-2_{TF_4h},36,0.0007564416972413036,0.00025298300299765006,0.0041831451129711785
%-bb_pct-period_50_shift-2_{BTC_INF}_1h,37,0.0007444938991722009,0.0004921147319725759,0.0023964942219458986
%-price_position_gen_shift-1_{BTC_INF}_1h,37,0.0007189584684973842,0.00039146058098894277,0.003204553745275971
%-roc-period_20_{BTC_INF}_1h,37,0.0007120922108386446,0.00046745392703995863,0.002080745502106342
%-bb_pct-period_50_shift-2_{TF_1h},36,0.0007115621813849315,0.0005643399933950998,0.0031600841837359354
%-ema-period_20_shift-2_{BTC_INF}_4h,37,0.000708479830506112,0.00021615473938770634,0.005708803763108137
%-macd_signal_gen_{BTC_INF}_15m,37,0.0007028357931921147,0.00030176668042504527,0.00399043025669094
%-sma-period_10_shift-2_{BTC_INF}_15m,37,0.0006987568728708617,0.00013546142468875524,0.0067242935355338405
%-relative_volume-period_10_shift-1_{BTC_INF}_1h,37,0.0006933057237877713,0.000475583545813448,0.004302214094995493
%-sma-period_20_shift-2_{BTC_INF}_1h,37,0.0006799118207621306,0.0002983092868937114,0.003288393668394202
%-ema-period_10_shift-1_{TF_4h},36,0.0006732405553102893,0.0001731202019905956,0.004075218258055018
%-roc-period_10_{BTC_INF}_1h,37,0.0006579739649877754,0.0004614668495268016,0.003215677012630408
%-sma-period_20_shift-2_{BTC_INF}_15m,37,0.0006510203433725604,0.0002603381358477497,0.0037715768169301295
%-bb_pct-period_10_shift-2_{TF_1h},36,0.0006509006155232052,0.00023032755004063148,0.005819322005412796
%-ema-period_10_{BTC_INF}_1h,37,0.0006468120169399078,0.0001965735124790521,0.00910654273595751
%-adx-period_10_shift-2_{BTC_INF}_15m,37,0.0006451067271518796,0.0002422217971051312,0.009512871513577133
%-bb_pct-period_10_{BTC_INF}_1h,37,0.0006384079026435283,0.0003660623324019314,0.0033279345955672585
%-relative_volume-period_50_{BTC_INF}_1h,37,0.0006354081183176369,0.00032594063028486205,0.002652931873643237
%-bb_pct-period_20_{BTC_INF}_1h,37,0.000627599748296634,0.00036364236270804753,0.0022265911202476577
%-adx-period_10_shift-1_{TF_15m},36,0.000620021917280061,0.00023175088496670557,0.005915468693136137
%-relative_volume-period_50_{TF_1h},36,0.0006149735166590261,0.0003658122191013746,0.004695994632020245
%-bb_width-period_20_{BTC_INF}_15m,37,0.0006140180980340465,0.000393281333201321,0.0035415150662628796
%-macd_signal_gen_shift-1_{TF_15m},36,0.0006097947507981326,0.00010794024216721768,0.009319811002043927
%-ema-period_20_shift-2_{TF_4h},36,0.0006022961917776373,0.0002614558395476576,0.003333127795684258
%-roc-period_50_shift-1_{BTC_INF}_1h,37,0.0006016999161839573,0.00046938976708219487,0.005110483992966117
%-bb_pct-period_20_shift-1_{TF_1h},36,0.0005874320426468075,0.00016477692591474743,0.006897707888610634
%-ema-period_50_shift-2_{BTC_INF}_1h,37,0.0005861229436428623,0.00018946346265441642,0.003776670809809103
%-bb_pct-period_10_shift-2_{BTC_INF}_1h,37,0.0005845254933673444,0.0003526519478069147,0.002861676670718317
%-atr_gen_shift-2_{TF_15m},36,0.0005818071522384006,0.0003215316570864715,0.0032594533800775986
%-bb_pct-period_20_shift-2_{TF_1h},36,0.0005772488457464499,0.00027557316098383335,0.0036379458369107187
%-sma-period_20_{TF_15m},36,0.0005670767489141792,0.00026268078704664633,0.0031560989787324458
%-sma-period_10_shift-1_{TF_1h},36,0.0005668149935059599,0.00018836131488559742,0.00308128574400676
%-bb_width-period_10_{BTC_INF}_15m,37,0.0005632592314127743,0.0002634761712363692,0.004832768206946022
%-rsi-period_20_shift-2_{BTC_INF}_1h,37,0.0005563863920652682,7.591495299660094e-05,0.005138327583788806
%-raw_open,37,0.0005554106782010998,0.0002423061004892628,0.004367088287390538
%-ema-period_20_shift-2_{TF_15m},36,0.000548200099499322,0.0001415393037634322,0.007847766803421983
%-sma-period_10_shift-1_{BTC_INF}_15m,37,0.0005436408487249371,0.00011691211601177954,0.00869425311813528
%-sma-period_20_shift-1_{TF_15m},36,0.0005400576163879422,8.855480817682632e-05,0.010560128270891854
%-sma-period_50_shift-2_{BTC_INF}_4h,37,0.0005372635912212282,0.00046321555199142805,0.001960000148884334
%-bb_width-period_20_shift-2_{TF_15m},36,0.0005332201388463695,0.00024961442137331775,0.0033353532791208325
%-relative_volume-period_10_{BTC_INF}_1h,37,0.0005281856824476454,0.0002880324766342517,0.0035896331559662252
%-bb_pct-period_50_shift-1_{BTC_INF}_1h,37,0.0005188196756793832,0.0003753854602518182,0.0017726238021650387
%-macd_signal_gen_shift-2_{BTC_INF}_15m,37,0.0005126146371023156,0.00029506909772341526,0.0018801459112670032
%-bb_pct-period_10_shift-1_{TF_1h},36,0.0005107823475829624,0.0002442985232923905,0.002621022204842813
%-price_position_gen_shift-2_{BTC_INF}_1h,37,0.000508463813046095,0.0003256890780785314,0.00266724843967879
%-relative_volume-period_10_{TF_1h},36,0.0005034312706713265,0.0003008020282982972,0.004812233316830354
%-roc-period_10_shift-1_{TF_1h},36,0.0005026703344993179,0.00022940476056515141,0.0022102920859864866
%-bb_width-period_20_shift-1_{TF_15m},36,0.0004990029896102887,0.00015557554625092077,0.007078334088463564
%-sma-period_10_shift-2_{BTC_INF}_4h,37,0.0004964316524293246,0.00015498440069728242,0.0029733187511682703
%-relative_volume-period_20_{TF_1h},36,0.0004887973004745658,0.00026304048801196594,0.003418561465638612
%-rsi-period_10_shift-1_{BTC_INF}_1h,37,0.0004881560857228831,0.0001792923690438397,0.004002493282778257
%-bb_pct-period_50_shift-1_{TF_1h},36,0.0004876293509457608,0.0002847855138260372,0.002435924340887321
%-sma-period_20_shift-1_{BTC_INF}_15m,37,0.00047741368895277893,0.00017338927161472006,0.0022467435413540877
%-bb_width-period_20_shift-2_{BTC_INF}_15m,37,0.0004714530527059187,0.0001528348777330486,0.00658342769839672
%-atr_gen_shift-1_{TF_15m},36,0.0004710170743270931,0.0002155788350699603,0.0023098963062394657
%-bb_pct-period_20_shift-1_{BTC_INF}_1h,37,0.0004657187708489577,0.0003093480946654739,0.0016975015105244573
%-relative_volume-period_10_shift-1_{TF_1h},36,0.00046499129576619267,0.00018593021733373172,0.007039827761220149
%-ema-period_10_shift-2_{BTC_INF}_4h,37,0.0004648139256929071,0.00012546780443957684,0.006297421493220966
%-ema-period_10_shift-1_{BTC_INF}_1h,37,0.0004532709182045006,7.558628423130728e-05,0.00683791720235187
%-relative_volume-period_20_shift-1_{TF_1h},36,0.00045208412181180473,0.0001921828605576896,0.0030052781773098496
%-roc-period_10_shift-2_{TF_1h},36,0.00045140524146817227,0.00026661037388684816,0.002938865553875949
%-adx-period_10_shift-2_{TF_15m},36,0.00044397415502548727,0.00027904590655027637,0.003277344826849466
%-relative_volume-period_50_shift-1_{BTC_INF}_1h,37,0.0004419529530244556,0.00032858887166747186,0.0029941345660105248
%-rsi-period_20_shift-1_{BTC_INF}_1h,37,0.00043342739639964267,0.00025488625619849445,0.002417694259232585
%-rsi-period_50_shift-2_{TF_1h},36,0.00043189988508224184,0.00024239512615436916,0.0018846059381793564
%-macd_signal_gen_shift-2_{TF_15m},36,0.00043182532493137715,0.0002583721700028383,0.0029540621616729983
%-roc-period_50_{BTC_INF}_15m,37,0.0004261626751691049,0.00011501473752370012,0.0025059104005699445
%-relative_volume-period_20_shift-1_{BTC_INF}_1h,37,0.0004240548472863785,0.00012874984151017559,0.0031749966862257522
%-rsi-period_10_shift-2_{TF_1h},36,0.0004204647896745111,0.0002496692122339107,0.002987376653892456
%-roc-period_10_shift-2_{BTC_INF}_1h,37,0.0004100961795128854,0.00025392368812473127,0.002184760388759782
%-ema-period_50_shift-1_{BTC_INF}_1h,37,0.0004078687254439288,6.835493467010422e-05,0.004615716985276069
%-sma-period_10_shift-1_{TF_4h},36,0.00038309691256514507,0.00014974275909010378,0.0022331939288484405
%-relative_volume-period_10_shift-2_{BTC_INF}_1h,37,0.00037720486387393676,0.00027308464377778715,0.0011367761466630297
%-rsi-period_20_shift-2_{TF_1h},36,0.00037443006478175925,0.00015771014438904998,0.004128123151326481
%-roc-period_20_{BTC_INF}_15m,37,0.00037066681337687477,0.00018217926091611714,0.002654981349745807
%-ema-period_20_shift-2_{BTC_INF}_15m,37,0.00036348588708889136,5.829723657710255e-05,0.006284443729846228
%-ema-period_10_shift-1_{BTC_INF}_4h,37,0.0003612405849664762,0.00015682336306188538,0.0025381342961266367
%-ema-period_10_shift-1_{TF_15m},36,0.0003450069412295571,0.0,0.005060628434562482
%-ema-period_10_shift-2_{TF_15m},36,0.00033703430375620844,2.0780404030827082e-05,0.0037436466688874743
%-relative_volume-period_10_shift-2_{TF_1h},36,0.0003342205972271879,0.00020860256401302498,0.003282203330913624
%-price_position_gen_shift-1_{TF_15m},36,0.00032950213343141806,5.055016331481583e-05,0.0020466903818241147
%-rsi-period_10_shift-2_{BTC_INF}_1h,37,0.00032755093954979123,0.00013917041185485164,0.0019087977336842384
%-ema-period_50_shift-1_{BTC_INF}_15m,37,0.0003236109807040154,0.000171339910882539,0.003027463776691566
%-price_position_gen_{BTC_INF}_15m,37,0.0003207518978179706,0.00011512640107009625,0.00210266590571212
%-regime_numeric,37,0.00031632799017278516,0.0,0.002344103310457915
%-roc-period_50_shift-2_{TF_15m},36,0.00031207173309380785,0.00014101391778043455,0.0022741294116745557
%-raw_volume,37,0.00030480851225740067,0.00013105646046565448,0.003066045873631117
%-ema-period_10_shift-1_{BTC_INF}_15m,37,0.0003044916927344687,5.7977340749729205e-05,0.003112972261247015
%-relative_volume-period_50_shift-2_{TF_1h},36,0.00030320140138276113,0.00010561646215401087,0.00279917986959533
%-roc-period_10_shift-1_{BTC_INF}_1h,37,0.00030154973955055873,0.00022457553792960396,0.001142948334614823
%-rsi-period_20_shift-1_{TF_1h},36,0.0003013603082141096,0.00011705673434332219,0.0019246870770332559
%-rsi-period_10_shift-1_{TF_1h},36,0.0002839000401749557,0.0002186562877827377,0.0014519835023437417
%-macd_hist_gen_shift-2_{TF_15m},36,0.0002813079565608552,9.045352851479163e-05,0.002564455891969188
%-relative_volume-period_20_{BTC_INF}_1h,37,0.0002743744084166383,0.0001874685559321952,0.0020436771886424743
%-bb_pct-period_10_shift-1_{BTC_INF}_1h,37,0.00027009252428680027,0.00011577174019128758,0.002707545727255162
%-relative_volume-period_50_shift-1_{TF_1h},36,0.00026339479869627163,0.0001695806558955324,0.0011784780676611932
%-roc-period_50_shift-1_{TF_15m},36,0.00025451427993222205,1.4936888419325868e-05,0.0036681147582399414
%-ema-period_20_shift-1_{BTC_INF}_4h,37,0.00024219456891259923,0.00013687515997128666,0.0014645747569668292
%-price_position_gen_shift-2_{TF_15m},36,0.00024128287639771156,8.165308663785078e-05,0.001125657343067865
%-bb_width-period_20_shift-1_{BTC_INF}_15m,37,0.00023967808930744968,0.00011100853714952575,0.0011721383067575788
%-relative_volume-period_20_shift-2_{BTC_INF}_1h,37,0.000239224749082878,0.00010226779311242188,0.001204006266074339
%-bb_pct-period_10_{BTC_INF}_15m,37,0.00023916100896542012,7.491939674947171e-05,0.004344638716635228
%-roc-period_10_{BTC_INF}_15m,37,0.00023762600677627892,0.00013466409757761913,0.0024853612452081487
%-relative_volume-period_20_shift-2_{TF_1h},36,0.0002373581823427247,0.0001505598939136834,0.0011654561554792294
%-roc-period_20_shift-1_{TF_15m},36,0.0002317521928604961,2.959286174704836e-05,0.0013721346642821695
%-macd_hist_gen_shift-1_{TF_15m},36,0.00022897641170767315,7.357720029101353e-05,0.0027704452979453414
%-relative_volume-period_50_shift-2_{BTC_INF}_1h,37,0.00022537172068130308,0.0001220504227308362,0.0012783377665502086
%-macd_gen_shift-2_{BTC_INF}_15m,37,0.00022515529950498374,3.494672996845784e-05,0.0038904363190671257
%-sma-period_10_shift-1_{TF_15m},36,0.00022140566965234428,7.307642528857293e-05,0.002818434159113668
%-macd_signal_gen_shift-1_{BTC_INF}_15m,37,0.00022049251920591153,0.0001240453808700904,0.0024641627583835758
%-rsi-period_20_{BTC_INF}_15m,37,0.00021911018162950886,0.00014405788831350964,0.0011197189812731738
%-bb_pct-period_20_{BTC_INF}_15m,37,0.00021314681180740154,6.009885615466347e-05,0.0025578886265834894
%-bb_width-period_10_shift-2_{TF_15m},36,0.00021155973907885747,0.00013199818469844556,0.0010630919024422613
%-roc-period_20_shift-2_{BTC_INF}_15m,37,0.00020600115341320852,4.984237461914034e-05,0.0031290974805367063
%-macd_gen_shift-2_{TF_15m},36,0.0002043108752191538,0.0001048900573914254,0.0013470382826251495
%-adx-period_10_shift-1_{BTC_INF}_15m,37,0.00020401904618287464,8.726807254325383e-05,0.002109387003010315
%-macd_hist_gen_shift-2_{BTC_INF}_15m,37,0.00020045009857175478,0.00010335860011229838,0.0010502800899391174
%-macd_gen_shift-1_{TF_15m},36,0.00018903677464927952,9.502114214810981e-05,0.00201019433692417
%-roc-period_20_shift-1_{BTC_INF}_15m,37,0.00018013531874642308,2.9807915717932885e-05,0.0036818268679274873
%-ema-period_20_shift-1_{TF_15m},36,0.00017910129125041133,6.990354050755828e-05,0.0012434863064328314
%-rsi-period_50_shift-1_{TF_15m},36,0.00017235321391243785,3.637130534510202e-05,0.0010836082661545303
%-rsi-period_10_{BTC_INF}_15m,37,0.0001690854003215671,5.446664811983036e-05,0.001392740409494451
%-ema-period_10_shift-2_{BTC_INF}_15m,37,0.0001653363018118148,0.0,0.0023995276356137425
%-macd_gen_shift-1_{BTC_INF}_15m,37,0.00015242815367513804,6.476883806135808e-05,0.0009696842948625034
%-ema-period_20_shift-1_{BTC_INF}_15m,37,0.00015176147811389788,0.0,0.0024323089281116967
%-roc-period_20_shift-2_{TF_15m},36,0.00014377695124225055,3.548269296080816e-05,0.0018325316610984504
%-macd_hist_gen_shift-1_{BTC_INF}_15m,37,0.00013290836383421945,4.561057519970687e-05,0.0009461460509131099
%-roc-period_50_shift-2_{BTC_INF}_15m,37,0.0001322076852554118,7.377341405420992e-05,0.0006962471703645612
%-rsi-period_10_shift-1_{TF_15m},36,0.00012952463437714581,0.0,0.0037049790676201783
%-bb_pct-period_50_shift-2_{BTC_INF}_15m,37,0.00012218059667028265,2.5507251575317112e-05,0.0008802333471383294
%-bb_width-period_10_shift-2_{BTC_INF}_15m,37,0.00011275100787706276,4.6153876684933175e-05,0.00048047106552913724
%-rsi-period_10_shift-2_{TF_15m},36,0.00011147953878400624,0.0,0.0031918465791706345
%-price_position_gen_shift-1_{BTC_INF}_15m,37,0.00010962988372886373,0.0,0.0014161356607523756
%-bb_width-period_10_shift-1_{BTC_INF}_15m,37,0.00010752049573744347,6.071411889909366e-05,0.0010487199453763456
%-bb_width-period_10_shift-1_{TF_15m},36,9.76599522568562e-05,3.645805154761884e-05,0.0010552709241999862
%-rsi-period_20_shift-1_{TF_15m},36,9.181248544884e-05,0.0,0.0007826772844571621
%-roc-period_50_shift-1_{BTC_INF}_15m,37,9.077391079139348e-05,4.149228356968525e-05,0.000840421994273011
%-roc-period_10_shift-1_{TF_15m},36,8.279329671273007e-05,0.0,0.0013273920582268003
%-rsi-period_50_shift-2_{TF_15m},36,8.163157189260833e-05,0.0,0.0012256453460076653
%-relative_volume-period_50_{TF_15m},36,8.108969331594812e-05,9.431205274863646e-06,0.000937616163251212
%-rsi-period_10_shift-1_{BTC_INF}_15m,37,7.036849601621854e-05,2.993380269010558e-05,0.0005155217862198636
%-bb_pct-period_50_shift-1_{TF_15m},36,5.767285400464581e-05,0.0,0.0008765160087015522
%-relative_volume-period_50_{BTC_INF}_15m,37,5.655102248454459e-05,0.0,0.00041042033489689406
%-bb_pct-period_20_shift-1_{TF_15m},36,5.6501520583313714e-05,0.0,0.0012813571552049562
%-price_position_gen_shift-2_{BTC_INF}_15m,37,5.3179536647274673e-05,0.0,0.0004955821585654186
%-bb_pct-period_50_shift-1_{BTC_INF}_15m,37,4.926312498404652e-05,0.0,0.00045888461921348925
%-relative_volume-period_20_{BTC_INF}_15m,37,4.4842937685967476e-05,0.0,0.0006845670541525467
%-bb_pct-period_50_shift-2_{TF_15m},36,3.96304155260029e-05,0.0,0.0004224392390330446
%-rsi-period_10_shift-2_{BTC_INF}_15m,37,3.6369373704245294e-05,0.0,0.0003286947972415412
%-rsi-period_50_shift-1_{BTC_INF}_15m,37,3.456474924398283e-05,0.0,0.0005502590242035004
%-rsi-period_20_shift-1_{BTC_INF}_15m,37,3.374722793817438e-05,0.0,0.00030797463199893965
%-rsi-period_50_shift-2_{BTC_INF}_15m,37,3.1026253670945155e-05,0.0,0.0005789343177078578
%-roc-period_10_shift-2_{BTC_INF}_15m,37,2.9513722807810563e-05,0.0,0.00026818877426784996
%-rsi-period_20_shift-2_{BTC_INF}_15m,37,2.863836526828903e-05,0.0,0.00033268983902949454
%-relative_volume-period_10_{TF_15m},36,2.7102398511113525e-05,0.0,0.00019600266877863113
%-relative_volume-period_20_{TF_15m},36,2.640182920774536e-05,0.0,0.0001637711313522199
%-roc-period_10_shift-2_{TF_15m},36,2.404653353073963e-05,0.0,0.00028489030326872214
%-bb_pct-period_20_shift-2_{BTC_INF}_15m,37,1.800974887288425e-05,0.0,0.00020351640736873192
%-bb_pct-period_10_shift-1_{TF_15m},36,1.7983227656366425e-05,0.0,0.0001581800935738112
%-roc-period_10_shift-1_{BTC_INF}_15m,37,1.7921085433570432e-05,0.0,0.00016174532700039787
%-rsi-period_20_shift-2_{TF_15m},36,1.7247867425919988e-05,0.0,0.0001371847513057955
%-relative_volume-period_20_shift-2_{TF_15m},36,1.404953356376999e-05,0.0,0.00027876900365090065
%-bb_pct-period_10_shift-1_{BTC_INF}_15m,37,1.2244156234530916e-05,0.0,9.943203172134816e-05
%-relative_volume-period_50_shift-2_{BTC_INF}_15m,37,1.1058689415716718e-05,0.0,0.0001517894769969442
%-relative_volume-period_20_shift-1_{BTC_INF}_15m,37,1.0489290098012668e-05,0.0,0.00031779847766711566
%-bb_pct-period_20_shift-2_{TF_15m},36,1.0376679771312384e-05,0.0,7.997029879901759e-05
%-relative_volume-period_20_shift-1_{TF_15m},36,9.646204857990594e-06,0.0,0.00015550917424659617
%-relative_volume-period_10_shift-2_{BTC_INF}_15m,37,9.217803793567967e-06,0.0,0.0001647448183014427
